,City Name,Population,Age,Average Income,Percent of Men in City,Percent of Women in City,Per Capita Income,Median House Value,Racial Breakdown,County
1490,Union City,3239,41.1,47581,46.7,53.3,21297,76172," [(['White alone'], ['3,201']), (['Hispanic'], ['52']), (['Two or more races'], ['33']), (['Asian alone'], ['15']), (['Black alone'], ['12']), (['American Indian alone'], ['6']), (['Other race alone'], ['1'])] ",Erie-County
1491,Union Dale,248,52.9,49241,49.4,50.6,34724,197874," [(['White alone'], ['260']), (['Hispanic'], ['4']), (['Black alone'], ['3'])] ",Susquehanna-County
1492,Union Deposit,407,36.1,60331,59.2,40.8,32143,167500," [(['White alone'], ['369']), (['Asian alone'], ['20']), (['Two or more races'], ['6']), (['Black alone'], ['5']), (['Hispanic'], ['5']), (['American Indian alone'], ['2'])] ",Dauphin-County
1493,Uniontown,10064,43.4,28204,48.3,51.7,20676,89209," [(['White alone'], ['7,957']), (['Black alone'], ['1,853']), (['Two or more races'], ['331']), (['Hispanic'], ['143']), (['Asian alone'], ['48']), (['American Indian alone'], ['22']), (['Other race alone'], ['18'])] ",Fayette-County
1494,Unionville,281,39.5,52615,44.7,55.3,26946,136165," [(['White alone'], ['284']), (['Asian alone'], ['2']), (['Two or more races'], ['2']), (['Hispanic'], ['2']), (['Black alone'], ['1'])] ",Centre-County
1495,University of Pittsburgh Johnstown,1572,20.1,44100,39.6,60.4,24592,93400," [(['White alone'], ['1,352']), (['Hispanic'], ['64']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['45']), (['Two or more races'], ['27']), (['Black alone'], ['23']), (['Asian alone'], ['22']), (['Other race alone'], ['19']), (['American Indian alone'], ['1'])]",Cambria-County
1496,Upland,3252,33.4,40126,55.2,44.8,19923,101631," [(['White alone'], ['1,632']), (['Black alone'], ['1,301']), (['Hispanic'], ['189']), (['Two or more races'], ['83']), (['Asian alone'], ['24']), (['American Indian alone'], ['9']), (['Other race alone'], ['1'])] ",Delaware-County
1497,Upper Exeter,707,40.9,46580,49.6,50.4,26893,123400," [(['White alone'], ['697']), (['Hispanic'], ['7']), (['Black alone'], ['2']), (['Two or more races'], ['1'])] ",Luzerne-County
1498,Upper Providence Township,10564,40.1,96537,49.1,50.9,57361,426763," [(['White alone'], ['9,574']), (['Black alone'], ['408']), (['Asian alone'], ['321']), (['Hispanic'], ['112']), (['Two or more races'], ['77']), (['Other race alone'], ['10']), (['American Indian alone'], ['7'])] ",Delaware-County
1499,Upper St. Clair,19229,43.9,114039,49.5,50.5,56116,292777," [(['White alone'], ['17,276']), (['Asian alone'], ['1,288']), (['Two or more races'], ['470']), (['Hispanic'], ['409']), (['Black alone'], ['49']), (['American Indian alone'], ['5'])] ",Allegheny-County
1500,Ursina,213,40.8,27767,53.4,46.6,15203,84610," [(['White alone'], ['223']), (['Asian alone'], ['1']), (['Hispanic'], ['1'])] ",Somerset-County
1501,Valencia,574,70.8,47189,46.0,54.0,35463,168418," [(['White alone'], ['547']), (['Hispanic'], ['2']), (['Black alone'], ['1']), (['Asian alone'], ['1'])] ",Butler-County
1502,Valley Green,3429,36.9,61998,49.5,50.5,25241,143998," [(['White alone'], ['3,490']), (['Hispanic'], ['360']), (['Two or more races'], ['323']), (['Asian alone'], ['166']), (['Black alone'], ['65']), (['American Indian alone'], ['15'])] ",York-County
1503,Valley View,1683,47.1,58076,49.2,50.8,26261,110723," [(['White alone'], ['1,657']), (['Hispanic'], ['11']), (['Two or more races'], ['8']), (['Asian alone'], ['4']), (['Black alone'], ['2']), (['American Indian alone'], ['1'])] ",Schuylkill-County
1504,Vanderbilt,468,47.9,40848,52.3,47.7,20395,83239," [(['White alone'], ['455']), (['Two or more races'], ['10']), (['Black alone'], ['9']), (['Other race alone'], ['1']), (['Hispanic'], ['1'])] ",Fayette-County
1505,Vandergrift,5067,39.5,41693,47.8,52.2,21616,71230," [(['White alone'], ['4,750']), (['Black alone'], ['242']), (['Two or more races'], ['138']), (['Hispanic'], ['45']), (['Asian alone'], ['18']), (['American Indian alone'], ['6']), (['Other race alone'], ['5']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Westmoreland-County
1506,Vandling,739,41.9,50223,46.7,53.3,24905,129164," [(['White alone'], ['711']), (['Hispanic'], ['16']), (['Black alone'], ['10']), (['Two or more races'], ['9']), (['American Indian alone'], ['3']), (['Asian alone'], ['2'])] ",Lackawanna-County
1507,Venango,243,37.5,52239,47.1,52.9,19687,86707," [(['White alone'], ['235']), (['Two or more races'], ['3']), (['Black alone'], ['1'])] ",Crawford-County
1508,Verona,2455,41.5,39099,50.3,49.7,22464,81430," [(['White alone'], ['2,190']), (['Black alone'], ['184']), (['Hispanic'], ['54']), (['Two or more races'], ['37']), (['Asian alone'], ['4']), (['Other race alone'], ['4']), (['American Indian alone'], ['1'])] ",Allegheny-County
1509,Versailles,1504,46.8,31319,44.9,55.1,23292,68953," [(['White alone'], ['1,362']), (['Black alone'], ['93']), (['Two or more races'], ['31']), (['Hispanic'], ['15']), (['Asian alone'], ['11']), (['American Indian alone'], ['2']), (['Other race alone'], ['1'])] ",Allegheny-County
1510,Vicksburg,261,29.5,53231,61.5,38.5,24194,171193," [(['White alone'], ['260']), (['Black alone'], ['1'])] ",Union-County
1511,Village Green-Green Ridge,7822,42.1,69982,47.6,52.4,32929,233649," [(['White alone'], ['7,458']), (['Hispanic'], ['143']), (['Black alone'], ['109']), (['Asian alone'], ['52']), (['Two or more races'], ['50']), (['American Indian alone'], ['8']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1']), (['Other race alone'], ['1'])]",Delaware-County
1512,Village Shires,3949,48.3,77462,48.3,51.7,42966,375064," [(['White alone'], ['3,737']), (['Asian alone'], ['91']), (['Hispanic'], ['49']), (['Black alone'], ['39']), (['Two or more races'], ['30']), (['American Indian alone'], ['2']), (['Other race alone'], ['1'])] ",Bucks-County
1513,Vinco,1305,56.7,63383,50.4,49.6,31227,132370," [(['White alone'], ['1,283']), (['Two or more races'], ['9']), (['Black alone'], ['5']), (['Hispanic'], ['4']), (['Asian alone'], ['2']), (['American Indian alone'], ['1']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Cambria-County
1514,Vintondale,396,42.2,33075,45.4,54.6,17454,52948," [(['White alone'], ['409']), (['Two or more races'], ['3']), (['Asian alone'], ['2'])] ",Cambria-County
1515,Virginville,309,41.2,59286,55.4,44.6,29321,174800," [(['White alone'], ['302']), (['Hispanic'], ['4']), (['Two or more races'], ['3'])] ",Berks-County
1516,Wakefield,609,25.4,61335,54.1,45.9,29740,196400," [(['White alone'], ['563']), (['Hispanic'], ['28']), (['Black alone'], ['8']), (['Two or more races'], ['8']), (['American Indian alone'], ['1']), (['Asian alone'], ['1'])] ",Lancaster-County
1517,Wallaceton,312,47.0,51019,50.8,49.2,22430,92715," [(['White alone'], ['312']), (['Black alone'], ['1'])] ",Clearfield-County
1518,Wallenpaupack Lake Estates,1279,42.7,52449,48.7,51.3,25902,181160," [(['White alone'], ['1,192']), (['Hispanic'], ['46']), (['Black alone'], ['28']), (['Two or more races'], ['9']), (['Asian alone'], ['4'])] ",Wayne-County
1519,Wall,575,32.9,46476,54.4,45.6,22409,49033," [(['White alone'], ['519']), (['Black alone'], ['41']), (['Two or more races'], ['11']), (['Hispanic'], ['6']), (['Asian alone'], ['3'])] ",Allegheny-County
1520,Walnutport,2063,43.5,66680,50.2,49.8,29795,155549," [(['White alone'], ['1,938']), (['Hispanic'], ['68']), (['Two or more races'], ['23']), (['Black alone'], ['19']), (['Asian alone'], ['17']), (['American Indian alone'], ['3']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1']), (['Other race alone'], ['1'])]",Northampton-County
1521,Walnuttown,484,56.1,59286,44.2,55.8,29321,174800," [(['White alone'], ['477']), (['Hispanic'], ['7'])] ",Berks-County
1522,Wampum,694,43.0,44283,47.4,52.6,25465,98779," [(['White alone'], ['661']), (['Hispanic'], ['22']), (['Two or more races'], ['18']), (['Black alone'], ['13']), (['American Indian alone'], ['2']), (['Asian alone'], ['1'])] ",Lawrence-County
1523,Wanamie,612,44.1,46580,46.5,53.5,26893,123400," [(['White alone'], ['589']), (['Hispanic'], ['10']), (['Two or more races'], ['6']), (['Black alone'], ['4']), (['Asian alone'], ['3'])] ",Luzerne-County
1524,Warminster Heights,4124,33.3,32445,50.2,49.8,18990,279048," [(['White alone'], ['1,976']), (['Hispanic'], ['1,447']), (['Black alone'], ['385']), (['Two or more races'], ['149']), (['Asian alone'], ['130']), (['Other race alone'], ['25']), (['American Indian alone'], ['9']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['3'])]",Bucks-County
1525,Warren South,1546,49.9,52967,46.1,53.9,30434,125475," [(['White alone'], ['1,629']), (['Two or more races'], ['8']), (['Asian alone'], ['5']), (['Hispanic'], ['5']), (['American Indian alone'], ['3']), (['Black alone'], ['1'])] ",Warren-County
1526,Warren,9410,42.7,40135,46.4,53.6,25526,84403," [(['White alone'], ['8,952']), (['Hispanic'], ['192']), (['Asian alone'], ['82']), (['Black alone'], ['76']), (['Two or more races'], ['21']), (['American Indian alone'], ['6'])] ",Warren-County
1527,Warrior Run,584,38.7,43475,49.5,50.5,25199,84332," [(['White alone'], ['560']), (['Two or more races'], ['14']), (['Hispanic'], ['9']), (['Asian alone'], ['1'])] ",Luzerne-County
1528,Washington Boro,729,41.4,61335,50.2,49.8,29740,196400," [(['White alone'], ['712']), (['Hispanic'], ['10']), (['Asian alone'], ['3']), (['Black alone'], ['2']), (['Two or more races'], ['2'])] ",Lancaster-County
1529,Washingtonville,277,35.7,29718,47.3,52.7,18681,93435," [(['White alone'], ['269']), (['Two or more races'], ['3']), (['Asian alone'], ['1'])] ",Montour-County
1530,Washington,13551,38.5,36806,50.1,49.9,21174,101760," [(['White alone'], ['10,522']), (['Black alone'], ['2,145']), (['Two or more races'], ['584']), (['Hispanic'], ['249']), (['Asian alone'], ['96']), (['Other race alone'], ['35']), (['American Indian alone'], ['24']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['8'])]",Washington-County
1531,Waterford,1543,44.2,45410,45.2,54.8,22084,125491," [(['White alone'], ['1,483']), (['Hispanic'], ['13']), (['Two or more races'], ['8']), (['Black alone'], ['6']), (['Asian alone'], ['4']), (['American Indian alone'], ['3'])] ",Erie-County
1532,Watsontown,2342,38.7,46499,47.0,53.0,24086,129896," [(['White alone'], ['2,277']), (['Hispanic'], ['25']), (['Asian alone'], ['17']), (['Black alone'], ['13']), (['Two or more races'], ['11']), (['American Indian alone'], ['8'])] ",Northumberland-County
1533,Wattsburg,388,34.9,39344,55.6,44.4,16820,88502," [(['White alone'], ['394']), (['Hispanic'], ['6']), (['Two or more races'], ['2']), (['Black alone'], ['1'])] ",Erie-County
1534,Waverly,604,49.4,47475,48.8,51.2,27126,152000," [(['White alone'], ['583']), (['Hispanic'], ['14']), (['Black alone'], ['3']), (['Asian alone'], ['3']), (['Two or more races'], ['1'])] ",Lackawanna-County
1535,Waymart,1288,45.3,49201,48.0,52.0,22297,140671," [(['White alone'], ['1,285']), (['Hispanic'], ['30']), (['Two or more races'], ['18']), (['American Indian alone'], ['4']), (['Black alone'], ['3']), (['Asian alone'], ['1'])] ",Wayne-County
1536,Wayne Heights,2545,36.5,66056,49.0,51.0,29867,183415," [(['White alone'], ['2,301']), (['Black alone'], ['81']), (['Hispanic'], ['70']), (['Asian alone'], ['52']), (['Two or more races'], ['27']), (['American Indian alone'], ['9']), (['Other race alone'], ['5'])] ",Franklin-County
1537,Waynesboro,10760,38.3,42324,48.0,52.0,23576,134130," [(['White alone'], ['9,447']), (['Hispanic'], ['478']), (['Black alone'], ['438']), (['Asian alone'], ['153']), (['American Indian alone'], ['120']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['29']), (['Two or more races'], ['29'])]",Franklin-County
1538,Waynesburg,4131,28.1,47427,48.4,51.6,21703,94058," [(['White alone'], ['3,984']), (['Black alone'], ['73']), (['Two or more races'], ['56']), (['Hispanic'], ['31']), (['Asian alone'], ['20']), (['American Indian alone'], ['8']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['3']), (['Other race alone'], ['1'])]",Greene-County
1539,Weatherly,2479,46.8,48051,50.1,49.9,23154,110275," [(['White alone'], ['2,406']), (['Hispanic'], ['63']), (['Two or more races'], ['28']), (['Black alone'], ['13']), (['Asian alone'], ['11']), (['American Indian alone'], ['3']), (['Other race alone'], ['1'])] ",Carbon-County
1540,Webster,255,44.4,56722,50.2,49.8,30677,149700," [(['White alone'], ['243']), (['Asian alone'], ['6']), (['Two or more races'], ['3']), (['Hispanic'], ['2']), (['American Indian alone'], ['1'])] ",Westmoreland-County
1541,Weedville,542,56.9,49673,41.7,58.3,26723,95719," [(['White alone'], ['524']), (['Hispanic'], ['13']), (['American Indian alone'], ['2']), (['Asian alone'], ['1']), (['Other race alone'], ['1']), (['Two or more races'], ['1'])] ",Elk-County
1542,Weigelstown,12875,40.0,57035,47.5,52.5,28228,149005," [(['White alone'], ['11,428']), (['Black alone'], ['574']), (['Hispanic'], ['515']), (['Two or more races'], ['197']), (['Asian alone'], ['116']), (['American Indian alone'], ['24']), (['Other race alone'], ['15']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['6'])]",York-County
1543,Weissport East,1624,48.5,55975,45.5,54.5,27506,153264," [(['White alone'], ['1,592']), (['Hispanic'], ['17']), (['Asian alone'], ['6']), (['Two or more races'], ['4']), (['Black alone'], ['2']), (['American Indian alone'], ['2']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Carbon-County
1544,Weissport,398,44.0,24149,58.8,41.2,17115,75156," [(['White alone'], ['376']), (['Hispanic'], ['22']), (['Asian alone'], ['5']), (['Black alone'], ['4']), (['Two or more races'], ['3']), (['American Indian alone'], ['2'])] ",Carbon-County
1545,Wellsboro,3326,47.2,50563,44.1,55.9,30056,158008," [(['White alone'], ['3,115']), (['Asian alone'], ['41']), (['Two or more races'], ['43']), (['Hispanic'], ['36']), (['Black alone'], ['20']), (['American Indian alone'], ['8'])] ",Tioga-County
1546,Wellsville,257,40.7,73051,53.5,46.5,30849,152582," [(['White alone'], ['235']), (['Hispanic'], ['4']), (['American Indian alone'], ['2']), (['Two or more races'], ['1'])] ",York-County
1547,Wernersville,2534,43.7,66307,47.1,52.9,29990,176351," [(['White alone'], ['2,093']), (['Hispanic'], ['189']), (['Two or more races'], ['92']), (['Asian alone'], ['77']), (['Black alone'], ['59']), (['American Indian alone'], ['9'])] ",Berks-County
1548,Wescosville,5872,46.3,60498,47.9,52.1,32424,198800," [(['White alone'], ['4,989']), (['Hispanic'], ['317']), (['Black alone'], ['184']), (['Asian alone'], ['180']), (['Two or more races'], ['68']), (['American Indian alone'], ['12'])] ",Lehigh-County
1549,Wesleyville,3249,37.3,48158,54.7,45.3,21550,86099," [(['White alone'], ['2,954']), (['Two or more races'], ['118']), (['Hispanic'], ['76']), (['Other race alone'], ['37']), (['Black alone'], ['8']), (['Asian alone'], ['3']), (['American Indian alone'], ['2'])] ",Erie-County
1550,West Alexander,604,46.3,30357,49.6,50.4,21576,132716," [(['White alone'], ['596']), (['Hispanic'], ['4']), (['Black alone'], ['2']), (['Two or more races'], ['2'])] ",Washington-County
1551,West Brownsville,979,50.7,37221,45.1,54.9,25772,73053," [(['White alone'], ['945']), (['Black alone'], ['13']), (['Hispanic'], ['12']), (['Two or more races'], ['11']), (['American Indian alone'], ['7']), (['Asian alone'], ['2']), (['Other race alone'], ['2'])] ",Washington-County
1552,West Chester,19189,24.0,52803,46.5,53.5,29210,336775," [(['White alone'], ['14,773']), (['Hispanic'], ['2,018']), (['Black alone'], ['1,870']), (['Two or more races'], ['494']), (['Asian alone'], ['327']), (['American Indian alone'], ['40']), (['Other race alone'], ['43'])] ",Chester-County
1553,West Conshohocken,1381,35.2,102798,51.7,48.3,67877,344655," [(['White alone'], ['1,154']), (['Hispanic'], ['48']), (['Black alone'], ['45']), (['Asian alone'], ['44']), (['Two or more races'], ['23']), (['American Indian alone'], ['6'])] ",Montgomery-County
1554,West Decatur,533,47.7,47352,52.8,47.2,22804,94100," [(['White alone'], ['528']), (['Hispanic'], ['2']), (['Black alone'], ['1']), (['American Indian alone'], ['1']), (['Two or more races'], ['1'])] ",Clearfield-County
1555,West Easton,1255,39.3,56184,52.7,47.3,24329,160482," [(['White alone'], ['1,069']), (['Hispanic'], ['106']), (['Black alone'], ['48']), (['Two or more races'], ['18']), (['Asian alone'], ['9']), (['American Indian alone'], ['4']), (['Other race alone'], ['3'])] ",Northampton-County
1556,West Elizabeth,511,37.2,49231,51.8,48.2,27262,60197," [(['White alone'], ['501']), (['Black alone'], ['15']), (['Two or more races'], ['2'])] ",Allegheny-County
1557,West Fairview,1282,32.4,63530,53.2,46.8,33912,200200," [(['White alone'], ['1,159']), (['Hispanic'], ['49']), (['Black alone'], ['41']), (['Two or more races'], ['18']), (['Asian alone'], ['15'])] ",Cumberland-County
1558,West Falls,382,53.1,55354,52.9,47.1,27833,168598," [(['White alone'], ['367']), (['Hispanic'], ['10']), (['Black alone'], ['3']), (['Two or more races'], ['2'])] ",Wyoming-County
1559,West Goshen,9477,36.8,84213,50.2,49.8,41214,332735," [(['White alone'], ['7,323']), (['Asian alone'], ['475']), (['Black alone'], ['408']), (['Hispanic'], ['193']), (['Two or more races'], ['57']), (['Other race alone'], ['8']), (['American Indian alone'], ['7']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['1'])]",Chester-County
1560,West Grove,2863,31.8,62949,46.6,53.4,26727,200742," [(['White alone'], ['1,619']), (['Hispanic'], ['1,005']), (['Black alone'], ['164']), (['Two or more races'], ['41']), (['Asian alone'], ['23']), (['Other race alone'], ['2'])] ",Chester-County
1561,West Hamburg,1979,51.0,59286,44.2,55.8,29321,174800," [(['White alone'], ['1,880']), (['Hispanic'], ['67']), (['Black alone'], ['17']), (['Two or more races'], ['8']), (['Asian alone'], ['3']), (['Other race alone'], ['3']), (['American Indian alone'], ['1'])] ",Berks-County
