,City,Population,Age,Average Income,Percent of Men in City,Percent of Women in City,Per Capita Income,Median House Value,Racial Breakdown,County,Higher Degree,H.S Diploma,No H.S Diploma,ZipCode,Lat,Long
465,Westmont,4990,49.5,71249,48.2,51.8,41986,166574," [(['White alone'], ['4,924']), (['Asian alone'], ['79']), (['Hispanic'], ['75']), (['Black alone'], ['50']), (['Two or more races'], ['38']), (['Other race alone'], ['12']), (['American Indian alone'], ['3'])] ",Cambria-County,29.801918,60.670589,9.527493,15714,40.66,-78.78
466,Caln,1519,28.5,92407,53.6,46.4,46699,347700," [(['White alone'], ['915']), (['Black alone'], ['384']), (['Hispanic'], ['162']), (['Two or more races'], ['32']), (['Asian alone'], ['19']), (['American Indian alone'], ['5']), (['Other race alone'], ['2'])] ",Chester-County,56.377632,36.576941,7.045428,19301,40.04,-75.49
467,Chesterbrook,4589,45.2,118335,43.5,56.5,63666,328372," [(['White alone'], ['3,537']), (['Asian alone'], ['719']), (['Black alone'], ['165']), (['Hispanic'], ['112']), (['Two or more races'], ['47']), (['Other race alone'], ['7']), (['American Indian alone'], ['2'])] ",Chester-County,56.377632,36.576941,7.045428,19301,40.04,-75.49
468,Cheyney University,988,20.4,92407,63.6,36.4,46699,347700," [(['Black alone'], ['894']), (['Hispanic'], ['39']), (['White alone'], ['25']), (['Two or more races'], ['22']), (['American Indian alone'], ['6']), (['Asian alone'], ['2'])] ",Chester-County,56.377632,36.576941,7.045428,19301,40.04,-75.49
469,Devon-Berwyn,5668,42.3,105980,47.3,52.7,52493,464118," [(['White alone'], ['4,627']), (['Black alone'], ['225']), (['Asian alone'], ['121']), (['Hispanic'], ['58']), (['Two or more races'], ['29']), (['American Indian alone'], ['7'])] ",Chester-County,56.377632,36.576941,7.045428,19301,40.04,-75.49
470,Eagleview,1644,50.7,92407,48.6,51.4,46699,347700," [(['White alone'], ['1,538']), (['Asian alone'], ['42']), (['Hispanic'], ['30']), (['Black alone'], ['26']), (['Two or more races'], ['8'])] ",Chester-County,56.377632,36.576941,7.045428,19301,40.04,-75.49
471,Kenilworth,1907,41.7,72189,45.5,54.5,36638,248852," [(['White alone'], ['1,758']), (['Black alone'], ['53']), (['Hispanic'], ['48']), (['Asian alone'], ['23']), (['Two or more races'], ['22']), (['American Indian alone'], ['2']), (['Other race alone'], ['1'])] ",Chester-County,56.377632,36.576941,7.045428,19301,40.04,-75.49
472,Lionville-Marchwood,6189,37.8,90117,49.6,50.4,48731,318352," [(['White alone'], ['5,260']), (['Asian alone'], ['402']), (['Black alone'], ['237']), (['Hispanic'], ['181']), (['Two or more races'], ['92']), (['Other race alone'], ['13']), (['American Indian alone'], ['4'])] ",Chester-County,56.377632,36.576941,7.045428,19301,40.04,-75.49
473,South Coatesville,1439,34.1,57153,44.6,55.4,31676,164921," [(['Black alone'], ['603']), (['White alone'], ['460']), (['Hispanic'], ['170']), (['Two or more races'], ['58']), (['Other race alone'], ['6']), (['Asian alone'], ['4']), (['American Indian alone'], ['2'])] ",Chester-County,56.377632,36.576941,7.045428,19301,40.04,-75.49
474,South Pottstown,2081,37.1,47282,45.4,54.6,37012,187086," [(['White alone'], ['1,829']), (['Black alone'], ['115']), (['Hispanic'], ['72']), (['Two or more races'], ['34']), (['Asian alone'], ['25']), (['American Indian alone'], ['5']), (['Other race alone'], ['1'])] ",Chester-County,56.377632,36.576941,7.045428,19301,40.04,-75.49
475,West Goshen,9477,36.8,84213,50.2,49.8,41214,332735," [(['White alone'], ['7,323']), (['Asian alone'], ['475']), (['Black alone'], ['408']), (['Hispanic'], ['193']), (['Two or more races'], ['57']), (['Other race alone'], ['8']), (['American Indian alone'], ['7']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['1'])]",Chester-County,56.377632,36.576941,7.045428,19301,40.04,-75.49
476,Westwood,950,38.4,92407,45.1,54.9,46699,347700," [(['White alone'], ['680']), (['Black alone'], ['153']), (['Hispanic'], ['87']), (['Two or more races'], ['14']), (['Asian alone'], ['6']), (['Other race alone'], ['6']), (['American Indian alone'], ['2']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['2'])]",Chester-County,56.377632,36.576941,7.045428,19301,40.04,-75.49
477,Greens Landing,894,38.7,52906,45.3,54.7,27244,144512," [(['White alone'], ['840']), (['Two or more races'], ['20']), (['Asian alone'], ['18']), (['Hispanic'], ['13']), (['American Indian alone'], ['3'])] ",Bradford-County,26.372392,62.481082,11.146526,16910,41.7,-76.82
478,South Waverly,1033,49.5,64071,48.2,51.8,31571,130705," [(['White alone'], ['998']), (['Hispanic'], ['18']), (['Two or more races'], ['5']), (['Black alone'], ['3']), (['Asian alone'], ['2']), (['American Indian alone'], ['1'])] ",Bradford-County,26.372392,62.481082,11.146526,16910,41.7,-76.82
479,Atlas,809,57.5,47736,51.1,48.9,25018,118700," [(['White alone'], ['786']), (['Black alone'], ['10']), (['Hispanic'], ['9']), (['Two or more races'], ['4'])] ",Northumberland-County,22.719044,63.099951,14.181005,17017,40.65,-76.87
480,Fairview-Ferndale,2139,47.2,40628,48.2,51.8,24061,67829," [(['White alone'], ['2,093']), (['Hispanic'], ['23']), (['Two or more races'], ['11']), (['Black alone'], ['9']), (['American Indian alone'], ['2']), (['Other race alone'], ['1'])] ",Northumberland-County,22.719044,63.099951,14.181005,17017,40.65,-76.87
481,Kapp Heights,863,45.7,47736,47.3,52.7,25018,118700," [(['White alone'], ['802']), (['Black alone'], ['24']), (['Hispanic'], ['16']), (['Two or more races'], ['12']), (['Asian alone'], ['6']), (['American Indian alone'], ['2']), (['Other race alone'], ['1'])] ",Northumberland-County,22.719044,63.099951,14.181005,17017,40.65,-76.87
482,Marshallton,1441,49.4,37855,51.0,49.0,21641,64894," [(['White alone'], ['1,409']), (['Hispanic'], ['11']), (['American Indian alone'], ['10']), (['Two or more races'], ['6']), (['Asian alone'], ['3']), (['Black alone'], ['2'])] ",Northumberland-County,22.719044,63.099951,14.181005,17017,40.65,-76.87
483,McEwensville,280,39.7,58713,52.3,47.7,24222,124570," [(['White alone'], ['266']), (['Black alone'], ['9']), (['Two or more races'], ['3']), (['Asian alone'], ['1'])] ",Northumberland-County,22.719044,63.099951,14.181005,17017,40.65,-76.87
484,Ranshaw,510,56.0,47736,48.5,51.5,25018,118700," [(['White alone'], ['493']), (['Hispanic'], ['13']), (['Black alone'], ['1']), (['American Indian alone'], ['1']), (['Asian alone'], ['1']), (['Two or more races'], ['1'])] ",Northumberland-County,22.719044,63.099951,14.181005,17017,40.65,-76.87
485,Tharptown (Uniontown),498,56.2,47736,52.4,47.6,25018,118700," [(['White alone'], ['491']), (['Hispanic'], ['3']), (['Asian alone'], ['2']), (['Two or more races'], ['2'])] ",Northumberland-County,22.719044,63.099951,14.181005,17017,40.65,-76.87
486,Sweden Valley,223,43.5,42421,58.6,41.4,23793,105166," [(['White alone'], ['214']), (['Hispanic'], ['6']), (['American Indian alone'], ['1']), (['Asian alone'], ['1']), (['Two or more races'], ['1'])] ",Potter-County,22.597403,64.902597,12.5,16720,41.63,-78.08
487,Dunnstown,1360,41.2,64431,47.7,52.3,32129,152195," [(['White alone'], ['1,331']), (['Black alone'], ['13']), (['Hispanic'], ['12']), (['Asian alone'], ['2']), (['Two or more races'], ['2'])] ",Clinton-County,27.007387,60.626872,12.365742,16822,41.07,-77.58
488,Flemington,1341,41.3,41898,46.1,53.9,22866,112745," [(['White alone'], ['1,276']), (['Asian alone'], ['19']), (['Two or more races'], ['15']), (['Black alone'], ['10']), (['Hispanic'], ['10'])] ",Clinton-County,27.007387,60.626872,12.365742,16822,41.07,-77.58
489,McElhattan,598,51.2,48892,38.5,61.5,22916,124061," [(['White alone'], ['579']), (['Two or more races'], ['6']), (['Hispanic'], ['6']), (['American Indian alone'], ['5']), (['Black alone'], ['2'])] ",Clinton-County,27.007387,60.626872,12.365742,16822,41.07,-77.58
490,Rauchtown,726,41.1,48892,48.2,51.8,22916,124061," [(['White alone'], ['718']), (['Black alone'], ['4']), (['Hispanic'], ['2']), (['Asian alone'], ['1']), (['Two or more races'], ['1'])] ",Clinton-County,27.007387,60.626872,12.365742,16822,41.07,-77.58
491,Rote,507,44.1,48892,54.8,45.2,22916,124061," [(['White alone'], ['497']), (['Hispanic'], ['7']), (['Asian alone'], ['3'])] ",Clinton-County,27.007387,60.626872,12.365742,16822,41.07,-77.58
492,South Renovo,438,55.6,39782,48.1,51.9,21507,44330," [(['White alone'], ['435']), (['Hispanic'], ['2']), (['Asian alone'], ['1']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['1'])]",Clinton-County,27.007387,60.626872,12.365742,16822,41.07,-77.58
493,Barkeyville,205,43.0,52265,42.0,58.0,31391,83053," [(['White alone'], ['190']), (['Hispanic'], ['11']), (['Two or more races'], ['5']), (['Asian alone'], ['1'])] ",Venango-County,24.638657,64.267212,11.09413,16301,41.42,-79.7
494,Hasson Heights,1351,45.8,52856,50.6,49.4,27894,94161," [(['White alone'], ['1,318']), (['Black alone'], ['13']), (['Hispanic'], ['10']), (['Asian alone'], ['7']), (['Two or more races'], ['3'])] ",Venango-County,24.638657,64.267212,11.09413,16301,41.42,-79.7
495,Sugarcreek,5162,46.1,40181,49.4,50.6,23502,77136," [(['White alone'], ['5,148']), (['Hispanic'], ['55']), (['Two or more races'], ['46']), (['Black alone'], ['26']), (['Asian alone'], ['12']), (['American Indian alone'], ['5']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1']), (['Other race alone'], ['1'])]",Venango-County,24.638657,64.267212,11.09413,16301,41.42,-79.7
496,Woodland Heights,1261,42.0,56683,50.1,49.9,22687,87829," [(['White alone'], ['1,216']), (['Two or more races'], ['23']), (['Hispanic'], ['16']), (['Black alone'], ['4']), (['Asian alone'], ['1']), (['Other race alone'], ['1'])] ",Venango-County,24.638657,64.267212,11.09413,16301,41.42,-79.7
497,Kratzerville,383,49.7,62631,53.3,46.7,29816,196109," [(['White alone'], ['378']), (['Two or more races'], ['3']), (['Black alone'], ['1']), (['Hispanic'], ['1'])] ",Snyder-County,24.907929,57.981962,17.110109,17812,40.74,-77.22
498,McClure,942,45.3,43030,52.4,47.6,21340,94681," [(['White alone'], ['916']), (['Two or more races'], ['14']), (['Hispanic'], ['9']), (['Asian alone'], ['2'])] ",Snyder-County,24.907929,57.981962,17.110109,17812,40.74,-77.22
499,Earlston,1122,48.7,48459,46.7,53.3,24522,129770," [(['White alone'], ['1,112']), (['Black alone'], ['5']), (['Hispanic'], ['3']), (['Asian alone'], ['1']), (['Two or more races'], ['1'])] ",Bedford-County,21.324987,65.331672,13.343341,15521,40.19,-78.62
500,Stonerstown,376,41.8,48459,49.4,50.6,24522,129770," [(['White alone'], ['367']), (['Hispanic'], ['8']), (['Two or more races'], ['1'])] ",Bedford-County,21.324987,65.331672,13.343341,15521,40.19,-78.62
501,Bressler-Enhaut-Oberlin,2865,37.6,48244,47.1,52.9,23777,130843," [(['White alone'], ['2,174']), (['Black alone'], ['373']), (['Hispanic'], ['209']), (['Two or more races'], ['37']), (['American Indian alone'], ['6']), (['Asian alone'], ['7']), (['Other race alone'], ['2']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['1'])]",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
502,Bressler,1437,42.8,60331,44.1,55.9,32143,167500," [(['White alone'], ['990']), (['Black alone'], ['253']), (['Hispanic'], ['148']), (['Two or more races'], ['36']), (['Asian alone'], ['7']), (['Other race alone'], ['2']), (['American Indian alone'], ['1'])] ",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
503,Colonial Park,13229,38.2,55383,46.1,53.9,29767,162402," [(['White alone'], ['8,765']), (['Black alone'], ['1,424']), (['Hispanic'], ['1,380']), (['Asian alone'], ['1,084']), (['Two or more races'], ['456']), (['American Indian alone'], ['18']), (['Other race alone'], ['4'])] ",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
504,Enhaut,1007,47.8,60331,40.8,59.2,32143,167500," [(['White alone'], ['760']), (['Black alone'], ['109']), (['Hispanic'], ['87']), (['Two or more races'], ['45']), (['Asian alone'], ['4']), (['Other race alone'], ['2'])] ",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
505,Fox Chase,1622,56.8,60331,46.3,53.7,32143,167500," [(['White alone'], ['1,430']), (['Hispanic'], ['86']), (['Black alone'], ['49']), (['Asian alone'], ['27']), (['Two or more races'], ['27']), (['American Indian alone'], ['2']), (['Other race alone'], ['1'])] ",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
506,Lawnton,3813,41.8,65021,46.5,53.5,32172,164899," [(['White alone'], ['2,556']), (['Black alone'], ['684']), (['Hispanic'], ['268']), (['Asian alone'], ['163']), (['Two or more races'], ['122']), (['Other race alone'], ['12']), (['American Indian alone'], ['8'])] ",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
507,Lenkerville,550,31.2,60331,56.5,43.5,32143,167500," [(['White alone'], ['522']), (['Black alone'], ['13']), (['Hispanic'], ['8']), (['Two or more races'], ['5']), (['Asian alone'], ['2'])] ",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
508,Linglestown,6334,44.7,80779,48.0,52.0,37580,181337," [(['White alone'], ['5,672']), (['Black alone'], ['262']), (['Hispanic'], ['156']), (['Asian alone'], ['128']), (['Two or more races'], ['93']), (['American Indian alone'], ['12']), (['Other race alone'], ['11'])] ",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
509,Oberlin,588,45.4,60331,31.3,68.7,32143,167500," [(['White alone'], ['411']), (['Hispanic'], ['68']), (['Black alone'], ['66']), (['Two or more races'], ['27']), (['Asian alone'], ['14']), (['American Indian alone'], ['2'])] ",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
510,Palmdale,1308,39.2,60331,52.0,48.0,32143,167500," [(['White alone'], ['1,097']), (['Asian alone'], ['59']), (['Hispanic'], ['59']), (['Black alone'], ['56']), (['Two or more races'], ['22']), (['Other race alone'], ['10']), (['American Indian alone'], ['4']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['1'])]",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
511,Paxtang,1542,38.9,71799,48.5,51.5,35653,142219," [(['White alone'], ['1,082']), (['Black alone'], ['174']), (['Hispanic'], ['125']), (['Two or more races'], ['62']), (['Asian alone'], ['35']), (['American Indian alone'], ['12'])] ",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
512,Paxtonia,5412,39.9,88173,49.4,50.6,38073,181545," [(['White alone'], ['4,584']), (['Black alone'], ['331']), (['Asian alone'], ['210']), (['Hispanic'], ['159']), (['Two or more races'], ['110']), (['Other race alone'], ['10']), (['American Indian alone'], ['7']), (['Native Hawaiian and Other >, 'Pacific Islander alone'], ['1'])]",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
513,Penbrook,2975,34.4,41112,47.9,52.1,21019,119643," [(['White alone'], ['1,603']), (['Black alone'], ['850']), (['Hispanic'], ['285']), (['Two or more races'], ['174']), (['Asian alone'], ['83']), (['American Indian alone'], ['11']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1']), (['Other race alone'], ['1'])]",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
514,Progress,9765,39.5,58596,47.8,52.2,30392,157512," [(['White alone'], ['5,622']), (['Black alone'], ['2,316']), (['Hispanic'], ['953']), (['Asian alone'], ['370']), (['Two or more races'], ['351']), (['American Indian alone'], ['9'])] ",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
515,Royalton,1022,37.2,56758,51.0,49.0,26402,135248," [(['White alone'], ['918']), (['Hispanic'], ['66']), (['Black alone'], ['25']), (['Asian alone'], ['17']), (['Two or more races'], ['8']), (['American Indian alone'], ['3'])] ",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
516,Rutherford,4303,36.1,65573,46.8,53.2,27717,150542," [(['White alone'], ['3,213']), (['Black alone'], ['484']), (['Hispanic'], ['299']), (['Asian alone'], ['192']), (['Two or more races'], ['107']), (['Other race alone'], ['5']), (['American Indian alone'], ['2']), (['Native Hawaiian and Other Pacific Islander alone</br>], ['1'])]",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
517,Skyline View,4003,47.3,90905,53.2,46.8,39043,206098," [(['White alone'], ['3,646']), (['Asian alone'], ['112']), (['Black alone'], ['96']), (['Hispanic'], ['83']), (['Two or more races'], ['60']), (['Other race alone'], ['4']), (['American Indian alone'], ['2'])] ",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
518,Steelton,5931,30.7,49535,47.4,52.6,19162,91969," [(['White alone'], ['2,593']), (['Black alone'], ['2,168']), (['Hispanic'], ['876']), (['Two or more races'], ['283']), (['Asian alone'], ['43']), (['Other race alone'], ['19']), (['American Indian alone'], ['8'])] ",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
519,Union Deposit,407,36.1,60331,59.2,40.8,32143,167500," [(['White alone'], ['369']), (['Asian alone'], ['20']), (['Two or more races'], ['6']), (['Black alone'], ['5']), (['Hispanic'], ['5']), (['American Indian alone'], ['2'])] ",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
520,Wiconsico,921,43.7,60331,50.0,50.0,32143,167500," [(['White alone'], ['881']), (['Hispanic'], ['23']), (['Two or more races'], ['7']), (['Asian alone'], ['5']), (['Black alone'], ['4']), (['American Indian alone'], ['1'])] ",Dauphin-County,37.827011,51.251578,10.921411,17005,40.6,-76.8
521,Chewton,488,54.4,46918,45.4,54.6,27772,107200," [(['White alone'], ['477']), (['Hispanic'], ['4']), (['Two or more races'], ['3']), (['Black alone'], ['2']), (['Asian alone'], ['2'])] ",Lawrence-County,29.15001,60.357573,10.492417,16101,40.99,-80.34
522,Ellport,1148,44.4,47416,47.2,52.8,27815,103637," [(['White alone'], ['1,146']), (['Hispanic'], ['16']), (['Two or more races'], ['9']), (['Asian alone'], ['5']), (['Black alone'], ['4'])] ",Lawrence-County,29.15001,60.357573,10.492417,16101,40.99,-80.34
523,Frizzleburg,602,55.4,46918,58.3,41.7,27772,107200," [(['White alone'], ['577']), (['Two or more races'], ['14']), (['Black alone'], ['6']), (['Hispanic'], ['5'])] ",Lawrence-County,29.15001,60.357573,10.492417,16101,40.99,-80.34
524,New Beaver,1461,48.1,43794,52.9,47.1,27584,93058," [(['White alone'], ['1,470']), (['Black alone'], ['12']), (['Two or more races'], ['10']), (['Hispanic'], ['6']), (['Asian alone'], ['3']), (['American Indian alone'], ['1'])] ",Lawrence-County,29.15001,60.357573,10.492417,16101,40.99,-80.34
525,New Castle Northwest,1413,53.8,63222,48.8,51.2,38127,117240," [(['White alone'], ['1,332']), (['Hispanic'], ['34']), (['Black alone'], ['22']), (['Asian alone'], ['15']), (['Two or more races'], ['8']), (['American Indian alone'], ['2'])] ",Lawrence-County,29.15001,60.357573,10.492417,16101,40.99,-80.34
